,fl_date,origin,weather_delay,weather
71152,2018-12-13,LGA,8.0,Cloudy
71165,2018-12-13,DAL,4.0,Light drizzle
71186,2018-12-13,DAL,45.0,Light drizzle
71188,2018-12-13,DAL,3.0,Light drizzle
71232,2018-12-14,ATL,4.0,Overcast
71249,2018-12-14,ATL,58.0,Overcast
71265,2018-12-14,ATL,12.0,Overcast
71580,2018-12-15,MBS,503.0,Cloudy
71595,2018-12-15,MKE,250.0,Partly cloudy
71717,2018-12-16,DAY,22.0,Overcast
71804,2018-12-16,DEN,98.0,Clear
72006,2018-12-17,MCI,20.0,Clear
72361,2018-12-18,OMA,26.0,Clear
72589,2018-12-20,SEA,6.0,Light drizzle
72702,2018-12-21,MEM,61.0,Light drizzle
72707,2018-12-21,MIA,65.0,Patchy rain possible
72708,2018-12-21,ORD,9.0,Light rain
72728,2018-12-21,LGA,13.0,Light drizzle
72740,2018-12-21,LGA,6.0,Light drizzle
72744,2018-12-21,LGA,7.0,Light drizzle
72749,2018-12-21,LGA,17.0,Light drizzle
73778,2018-12-26,CHO,7.0,Clear
73796,2018-12-26,BTR,13.0,Fog
73932,2018-12-26,DFW,1041.0,Light rain shower
73939,2018-12-26,IAH,69.0,Partly cloudy
73960,2018-12-27,BTR,104.0,Moderate rain
73962,2018-12-27,JAN,13.0,Light drizzle
73988,2018-12-27,ATL,40.0,Partly cloudy
74057,2018-12-27,IAH,11.0,Torrential rain shower
74058,2018-12-27,PHL,23.0,Clear
74126,2018-12-28,CAE,8.0,Overcast
74129,2018-12-28,CLT,19.0,Fog
74130,2018-12-28,TLH,5.0,Partly cloudy
74137,2018-12-28,CLT,7.0,Fog
74142,2018-12-28,CLT,104.0,Fog
74143,2018-12-28,CLT,18.0,Fog
74151,2018-12-28,CLT,10.0,Fog
74152,2018-12-28,CLT,75.0,Fog
74276,2018-12-29,FCA,8.0,Heavy snow
74302,2018-12-29,ORD,5.0,Heavy snow
74317,2018-12-29,ORD,19.0,Heavy snow
74580,2018-12-30,GRK,2.0,Overcast
74587,2018-12-30,ORD,23.0,Patchy heavy snow
74712,2018-12-31,TYS,1.0,Overcast
74773,2018-12-31,DRO,26.0,Clear
74781,2018-12-31,DEN,27.0,Clear
74877,2018-10-01,ORD,146.0,Overcast
74879,2018-10-01,ORD,143.0,Overcast
75292,2018-10-02,EWR,93.0,Light rain shower
75597,2018-10-03,LAS,19.0,Clear
75760,2018-10-04,BOS,11.0,Cloudy
76160,2018-10-06,DFW,23.0,Clear
76162,2018-10-06,DFW,37.0,Clear
76163,2018-10-06,DFW,16.0,Clear
76244,2018-10-07,DFW,119.0,Moderate or heavy rain shower
76280,2018-10-07,BNA,15.0,Clear
76341,2018-10-07,DFW,18.0,Moderate or heavy rain shower
76368,2018-10-07,DFW,3.0,Moderate or heavy rain shower
76408,2018-10-07,STL,13.0,Light rain shower
76580,2018-10-08,PLN,290.0,Overcast
76593,2018-10-08,SLC,423.0,Cloudy
76614,2018-10-08,DTW,21.0,Overcast
76744,2018-10-09,CLT,49.0,Clear
76792,2018-10-09,DFW,26.0,Moderate rain
77141,2018-10-12,XNA,4.0,Partly cloudy
77144,2018-10-12,PVD,29.0,Light drizzle
77238,2018-10-12,DFW,1.0,Clear
77287,2018-10-12,GRR,8.0,Cloudy
77351,2018-10-13,ABI,295.0,Light rain shower
77567,2018-10-14,DEN,2.0,Blizzard
77623,2018-10-14,DFW,20.0,Partly cloudy
77692,2018-10-14,RAP,8.0,Patchy heavy snow
77697,2018-10-14,DEN,48.0,Blizzard
77701,2018-10-14,DEN,4.0,Blizzard
77742,2018-10-14,ATL,816.0,Clear
78590,2018-10-19,ATL,17.0,Clear
78787,2018-10-19,ATL,46.0,Clear
79577,2018-10-23,BOI,154.0,Patchy rain possible
79808,2018-10-24,IAH,44.0,Cloudy
80003,2018-10-25,JFK,158.0,Clear
80017,2018-10-25,DTW,53.0,Clear
80298,2018-10-26,ATL,11.0,Light rain
80301,2018-10-26,ATL,4.0,Light rain
80320,2018-10-26,SAV,191.0,Light rain
81344,2018-10-30,ORD,45.0,Clear
81612,2019-12-01,MKE,2.0,Light rain
81665,2019-12-01,GRR,136.0,Moderate or heavy sleet
81729,2019-12-01,ORD,7.0,Moderate rain
81734,2019-12-01,ORD,5.0,Moderate rain
81767,2019-12-01,DTW,26.0,Overcast
81768,2019-12-01,PIT,3.0,Overcast
81825,2019-12-01,BOS,15.0,Clear
81827,2019-12-01,ORD,7.0,Moderate rain
81916,2019-12-02,FLL,802.0,Clear
81928,2019-12-02,BOS,7.0,Heavy snow
81935,2019-12-02,EWR,24.0,Moderate rain
81942,2019-12-02,BOS,8.0,Heavy snow
81947,2019-12-02,EWR,5.0,Moderate rain
82002,2019-12-02,BOS,56.0,Heavy snow
82025,2019-12-02,TYS,15.0,Moderate or heavy snow showers
82058,2019-12-02,GRB,24.0,Patchy heavy snow
82197,2019-12-03,PIH,58.0,Heavy snow
82204,2019-12-03,LSE,48.0,Partly cloudy
82467,2019-12-04,LAS,31.0,Partly cloudy
82473,2019-12-04,BUR,61.0,Patchy light rain
82640,2019-12-05,OMA,7.0,Partly cloudy
82875,2019-12-06,ATL,43.0,Partly cloudy
83309,2019-12-09,GSO,242.0,Partly cloudy
83425,2019-12-09,GRB,4.0,Cloudy
83426,2019-12-09,MSP,2.0,Freezing fog
83523,2019-12-09,ORD,73.0,Light drizzle
83913,2019-12-11,ORD,27.0,Clear
84193,2019-12-13,PHL,26.0,Partly cloudy
84212,2019-12-13,ROA,60.0,Clear
84284,2019-12-14,BIL,550.0,Partly cloudy
84309,2019-12-14,MCO,50.0,Light rain shower
84342,2019-12-14,MCO,9.0,Light rain shower
84379,2019-12-14,EGE,111.0,Heavy snow
84617,2019-12-16,IAH,4.0,Light rain shower
84702,2019-12-17,BTV,8.0,Clear
84739,2019-12-17,SDF,68.0,Overcast
84813,2019-12-17,BOS,95.0,Overcast
84858,2019-12-17,MCO,23.0,Clear
84868,2019-12-17,MDW,80.0,Overcast
84981,2019-12-17,CLT,110.0,Overcast
84984,2019-12-17,GRR,31.0,Overcast
85005,2019-12-17,CLT,24.0,Overcast
85008,2019-12-17,MCO,6.0,Clear
85089,2019-12-17,MCO,18.0,Clear
85118,2019-12-18,EWR,21.0,Clear
85130,2019-12-18,ELM,12.0,Patchy moderate snow
85305,2019-12-18,LGA,1.0,Clear
85314,2019-12-18,BOS,179.0,Heavy snow
85468,2019-12-19,EWR,13.0,Patchy snow possible
85492,2019-12-19,EWR,9.0,Patchy snow possible
85684,2019-12-19,FLL,2.0,Light rain
85786,2019-12-19,GEG,6.0,Cloudy
85815,2019-12-19,VPS,64.0,Clear
86321,2019-12-22,TUL,13.0,Clear
86342,2019-12-22,ATL,2.0,Cloudy
86401,2019-12-22,COS,21.0,Clear
86469,2019-12-22,VLD,1.0,Light drizzle
86668,2019-12-23,LGA,40.0,Clear
86785,2019-12-23,ATL,16.0,Overcast
86819,2019-12-23,ATL,17.0,Overcast
86858,2019-12-23,JFK,92.0,Clear
87026,2019-12-24,DEN,29.0,Overcast
87036,2019-12-24,ORD,24.0,Clear
87072,2019-12-24,GEG,240.0,Light snow showers
87771,2019-12-28,DEN,20.0,Partly cloudy
87783,2019-12-28,MSP,13.0,Partly cloudy
87843,2019-12-28,DFW,1.0,Partly cloudy
87844,2019-12-28,JAN,3.0,Light rain shower
87880,2019-12-28,DFW,30.0,Partly cloudy
87888,2019-12-28,DFW,30.0,Partly cloudy
87901,2019-12-28,HSV,197.0,Cloudy
87922,2019-12-28,MSP,80.0,Partly cloudy
87928,2019-12-28,FAR,9.0,Mist
87946,2019-12-28,MSP,14.0,Partly cloudy
87971,2019-12-28,MSP,58.0,Partly cloudy
88021,2019-12-28,PGD,9.0,Patchy rain possible
88135,2019-12-29,DAY,87.0,Partly cloudy
88270,2019-12-30,ORD,7.0,Moderate rain
88318,2019-12-30,ORD,38.0,Moderate rain
88390,2019-12-30,SLC,20.0,Partly cloudy
88410,2019-12-30,BOS,17.0,Light rain
88488,2019-12-31,ORD,3.0,Overcast
88571,2019-12-31,ORD,7.0,Overcast
88663,2019-12-31,DTW,19.0,Overcast
88964,2019-09-02,JFK,30.0,Clear
89024,2019-09-02,JFK,26.0,Clear
89534,2019-09-05,SLC,9.0,Clear
89686,2019-09-05,DEN,40.0,Clear
89910,2019-09-06,DEN,69.0,Clear
90553,2019-09-08,PDX,24.0,Light rain shower
90584,2019-09-08,COU,40.0,Patchy rain possible
90599,2019-09-08,DEN,66.0,Clear
91060,2019-09-10,AUS,11.0,Patchy rain possible
91157,2019-09-10,IAH,144.0,Patchy rain possible
91159,2019-09-10,IAH,60.0,Patchy rain possible
91164,2019-09-10,IAH,17.0,Patchy rain possible
91172,2019-09-10,IAH,46.0,Patchy rain possible
91258,2019-09-10,IAH,20.0,Patchy rain possible
91304,2019-09-10,ATW,1.0,Moderate or heavy rain shower
91424,2019-09-11,ORD,11.0,Patchy rain possible
91825,2019-09-13,BOS,63.0,Clear
91891,2019-09-13,CLT,19.0,Clear
91894,2019-09-13,CLT,71.0,Clear
92020,2019-09-13,ATL,642.0,Clear
92023,2019-09-13,CHO,40.0,Moderate or heavy rain shower
92638,2019-09-17,ATL,30.0,Clear
92759,2019-09-17,ATL,9.0,Clear
92819,2019-09-18,IAH,15.0,Heavy rain
92820,2019-09-18,ORF,28.0,Clear
93226,2019-09-19,CLE,69.0,Clear
93375,2019-09-20,IAH,74.0,Light rain shower
93777,2019-09-22,ORD,30.0,Heavy rain
93898,2019-09-22,ORD,56.0,Heavy rain
93906,2019-09-23,LAS,21.0,Clear
93912,2019-09-23,LAS,16.0,Clear
93932,2019-09-23,PHX,27.0,Clear
94043,2019-09-23,IAH,2.0,Patchy rain possible
94754,2019-09-27,ORD,2.0,Clear
94844,2019-09-27,ORD,54.0,Clear
94971,2019-09-28,ATL,30.0,Clear
94980,2019-09-28,ATL,28.0,Clear
95577,2019-01-01,ORD,11.0,Heavy snow
95640,2019-01-01,ABQ,25.0,Patchy heavy snow
95681,2019-01-01,DTW,7.0,Overcast
95689,2019-01-01,ORD,4.0,Heavy snow
95737,2019-01-01,MAF,111.0,Clear
95781,2019-01-01,ORD,3.0,Heavy snow
95788,2019-01-01,ORD,16.0,Heavy snow
95825,2019-01-02,ORD,33.0,Moderate snow
95879,2019-01-02,BWI,407.0,Clear
95952,2019-01-02,ORD,9.0,Moderate snow
95957,2019-01-02,DFW,10.0,Overcast
95970,2019-01-02,DFW,3.0,Overcast
96085,2019-01-03,ABI,32.0,Overcast
96135,2019-01-03,DFW,2.0,Light drizzle
96151,2019-01-03,DFW,26.0,Light drizzle
96154,2019-01-03,DFW,10.0,Light drizzle
96164,2019-01-03,VPS,11.0,Mist
96173,2019-01-03,DFW,9.0,Light drizzle
96277,2019-01-04,RSW,39.0,Clear
96540,2019-01-05,RNO,14.0,Clear
96775,2019-01-07,ATW,14.0,Heavy snow
96785,2019-01-07,ORD,18.0,Overcast
96818,2019-01-07,LAN,1.0,Moderate snow
96978,2019-01-08,IAD,57.0,Light rain
97056,2019-01-08,CLT,111.0,Overcast
97277,2019-01-09,ATL,33.0,Clear
98174,2019-01-12,STL,148.0,Heavy snow
98208,2019-01-12,ORD,1.0,Partly cloudy
98245,2019-01-12,ORD,84.0,Partly cloudy
98420,2019-01-13,ATL,30.0,Heavy rain
98503,2019-01-14,IAD,32.0,Heavy snow
98812,2019-01-15,ORD,43.0,Light snow
98883,2019-01-15,MSP,77.0,Cloudy
99006,2019-01-16,DRO,60.0,Heavy snow
99268,2019-01-17,DSM,17.0,Moderate snow
99571,2019-01-18,MFR,10.0,Partly cloudy
99696,2019-01-18,DFW,143.0,Clear
99720,2019-01-19,GSO,139.0,Cloudy
99768,2019-01-19,LGA,24.0,Clear
99789,2019-01-19,ORD,20.0,Overcast
99855,2019-01-19,DTW,640.0,Heavy snow
99898,2019-01-20,ORD,8.0,Heavy snow
99984,2019-01-20,OMA,16.0,Clear
100125,2019-01-20,ORD,18.0,Heavy snow
100181,2019-01-21,EWR,10.0,Partly cloudy
100206,2019-01-21,DCA,48.0,Clear
100233,2019-01-21,DCA,18.0,Clear
100248,2019-01-21,LGA,670.0,Partly cloudy
100259,2019-01-21,JFK,15.0,Clear
100274,2019-01-21,ATL,35.0,Clear
100281,2019-01-21,MSP,15.0,Partly cloudy
100308,2019-01-21,BUR,9.0,Clear
100309,2019-01-21,MCI,4.0,Partly cloudy
100380,2019-01-22,BOS,10.0,Clear
100423,2019-01-22,ORD,20.0,Clear
100432,2019-01-22,ORD,15.0,Clear
100497,2019-01-23,DTW,200.0,Light rain
100512,2019-01-23,DTW,82.0,Light rain
100539,2019-01-23,ORD,5.0,Light rain
100550,2019-01-23,ORD,16.0,Light rain
100661,2019-01-24,AVL,18.0,Moderate rain
100684,2019-01-24,MCO,7.0,Overcast
100688,2019-01-24,MCO,50.0,Overcast
100699,2019-01-24,ORD,14.0,Moderate snow
100709,2019-01-24,BOS,11.0,Overcast
100728,2019-01-24,ORD,8.0,Moderate snow
100729,2019-01-24,ORD,102.0,Moderate snow
100740,2019-01-24,ORD,12.0,Moderate snow
100744,2019-01-24,ORD,244.0,Moderate snow
100746,2019-01-24,ORD,9.0,Moderate snow
100753,2019-01-24,ORD,10.0,Moderate snow
100754,2019-01-24,ORD,17.0,Moderate snow
100858,2019-01-24,ORD,94.0,Moderate snow
100868,2019-01-24,MBS,100.0,Partly cloudy
100982,2019-01-25,CLT,15.0,Clear
101162,2019-01-25,ORD,38.0,Light snow
101545,2019-01-28,ORD,2.0,Overcast
101566,2019-01-28,ORD,9.0,Overcast
101578,2019-01-28,ORD,16.0,Overcast
101586,2019-01-28,MKE,32.0,Overcast
101657,2019-01-28,GRR,15.0,Overcast
101677,2019-01-28,PHL,12.0,Overcast
101745,2019-01-28,PHL,8.0,Overcast
101923,2019-01-29,ORD,2.0,Moderate snow
102169,2019-01-30,JFK,15.0,Blizzard
102202,2019-01-30,EWR,3.0,Patchy heavy snow
102205,2019-01-30,EWR,6.0,Patchy heavy snow
102215,2019-01-30,IAH,43.0,Partly cloudy
102306,2019-01-30,LAX,170.0,Partly cloudy
102398,2019-01-31,LGA,6.0,Clear
102437,2019-01-31,PHL,33.0,Partly cloudy
102440,2019-01-31,ROC,15.0,Blowing snow
102447,2019-01-31,PHL,116.0,Partly cloudy
102478,2019-01-31,ORD,16.0,Partly cloudy
102496,2019-01-31,LAX,15.0,Partly cloudy
102550,2019-01-31,DTW,33.0,Partly cloudy
102570,2019-01-31,DTW,132.0,Partly cloudy
102572,2019-01-31,LAX,21.0,Partly cloudy
102575,2019-01-31,ORD,2.0,Partly cloudy
102578,2019-01-31,ORD,22.0,Partly cloudy
102588,2019-01-31,LAX,11.0,Partly cloudy
102604,2019-01-31,BOS,13.0,Patchy snow possible
102611,2019-01-31,ORD,8.0,Partly cloudy
102615,2019-01-31,DTW,18.0,Partly cloudy
102616,2019-01-31,ORD,60.0,Partly cloudy
102619,2019-01-31,DTW,166.0,Partly cloudy
102635,2019-01-31,DTW,105.0,Partly cloudy
102662,2019-01-31,SJC,9.0,Heavy rain
102689,2019-01-31,SBN,24.0,Light snow
102703,2019-01-31,DFW,8.0,Partly cloudy
102717,2018-05-01,LAS,16.0,Clear
102733,2018-05-01,LAS,24.0,Clear
102969,2018-05-01,CLE,279.0,Clear
103042,2018-05-02,DTW,42.0,Clear
103063,2018-05-02,DTW,34.0,Clear
103275,2018-05-03,GRR,7.0,Cloudy
103276,2018-05-03,ORD,17.0,Moderate or heavy rain shower
103286,2018-05-03,DFW,27.0,Partly cloudy
103290,2018-05-03,DFW,9.0,Partly cloudy
103303,2018-05-03,DFW,68.0,Partly cloudy
103372,2018-05-03,ORD,5.0,Moderate or heavy rain shower
103388,2018-05-03,STL,169.0,Thundery outbreaks possible
103790,2018-05-06,DTW,36.0,Patchy rain possible
104226,2018-05-08,ILM,8.0,Clear
104233,2018-05-09,MRY,327.0,Clear
104351,2018-05-09,BOS,7.0,Clear
104501,2018-05-10,CLT,67.0,Partly cloudy
104529,2018-05-10,DCA,5.0,Clear
104949,2018-05-12,CLT,16.0,Moderate or heavy rain shower
105060,2018-05-12,DCA,919.0,Partly cloudy
105155,2018-05-12,LGA,77.0,Cloudy
105157,2018-05-12,PHL,208.0,Partly cloudy
105318,2018-05-13,DCA,12.0,Torrential rain shower
105348,2018-05-13,MDW,85.0,Thundery outbreaks possible
105573,2018-05-14,SAV,91.0,Mist
105578,2018-05-14,CHS,22.0,Clear
105598,2018-05-14,ORD,616.0,Thundery outbreaks possible
105605,2018-05-14,ORD,19.0,Thundery outbreaks possible
105624,2018-05-14,CLE,17.0,Clear
105765,2018-05-14,ORD,6.0,Thundery outbreaks possible
105800,2018-05-14,ORD,24.0,Thundery outbreaks possible
105817,2018-05-14,ORD,18.0,Thundery outbreaks possible
105843,2018-05-14,ORD,69.0,Thundery outbreaks possible
105851,2018-05-14,ORD,193.0,Thundery outbreaks possible
105857,2018-05-14,ORD,31.0,Thundery outbreaks possible
105861,2018-05-14,AZO,27.0,Mist
105917,2018-05-15,BNA,20.0,Clear
105947,2018-05-15,CLT,5.0,Clear
106059,2018-05-15,JFK,1100.0,Cloudy
106061,2018-05-15,ATL,49.0,Light rain shower
106122,2018-05-15,RSW,23.0,Moderate or heavy rain shower
106187,2018-05-16,CHA,23.0,Mist
106346,2018-05-17,FLL,14.0,Torrential rain shower
106351,2018-05-17,FLL,52.0,Torrential rain shower
106415,2018-05-17,ATL,35.0,Light rain shower
107009,2018-05-20,CLL,2.0,Partly cloudy
107025,2018-05-20,DFW,1.0,Thundery outbreaks possible
107059,2018-05-20,IAH,39.0,Cloudy
107067,2018-05-20,LIT,278.0,Clear
107075,2018-05-20,IAH,42.0,Cloudy
107081,2018-05-20,ELP,37.0,Clear
107122,2018-05-20,STL,11.0,Light rain shower
107190,2018-05-20,IDA,419.0,Patchy rain possible
107242,2018-05-20,MAF,65.0,Clear
107258,2018-05-21,HOU,105.0,Patchy rain possible
107283,2018-05-21,HOU,98.0,Patchy rain possible
107398,2018-05-21,IAH,29.0,Torrential rain shower
107458,2018-05-21,ORD,36.0,Partly cloudy
107511,2018-05-22,ATL,15.0,Partly cloudy
107597,2018-05-22,IAD,41.0,Partly cloudy
107620,2018-05-22,IAD,56.0,Partly cloudy
107621,2018-05-22,IAD,46.0,Partly cloudy
107631,2018-05-22,IAD,29.0,Partly cloudy
107915,2018-05-24,MSP,72.0,Patchy rain possible
108266,2018-05-26,PHL,71.0,Clear
108350,2018-05-26,PHL,85.0,Clear
108420,2018-05-26,BWI,17.0,Clear
108438,2018-05-27,IAD,13.0,Moderate or heavy rain shower
108507,2018-05-27,BWI,28.0,Torrential rain shower
108514,2018-05-27,BWI,96.0,Torrential rain shower
108539,2018-05-27,SDF,44.0,Mist
108665,2018-05-29,CLT,41.0,Mist
108666,2018-05-29,MSP,12.0,Clear
108923,2018-05-30,MCO,11.0,Overcast
108953,2018-05-30,ORD,37.0,Light rain shower
109021,2018-05-31,IAD,460.0,Light drizzle
109370,2018-02-02,PHL,2.0,Overcast
109825,2018-02-04,ORD,113.0,Overcast
109839,2018-02-04,ORD,7.0,Overcast
110052,2018-02-05,GRR,17.0,Cloudy
110091,2018-02-05,SAN,136.0,Clear
110234,2018-02-05,ALB,30.0,Patchy heavy snow
110298,2018-02-06,ORD,61.0,Heavy snow
110423,2018-02-06,DAL,102.0,Clear
110428,2018-02-06,DAL,22.0,Clear
110579,2018-02-07,IAH,18.0,Light rain
110623,2018-02-07,IAH,31.0,Light rain
110626,2018-02-07,IAH,12.0,Light rain
110853,2018-02-08,ORD,6.0,Overcast
110889,2018-02-09,ORD,16.0,Freezing fog
110902,2018-02-09,DTW,82.0,Overcast
110914,2018-02-09,ORD,13.0,Freezing fog
110989,2018-02-09,BUF,30.0,Overcast
110991,2018-02-09,PHL,14.0,Partly cloudy
110998,2018-02-09,CHO,17.0,Clear
111100,2018-02-09,STL,136.0,Clear
111185,2018-02-10,ORD,4.0,Light snow
111206,2018-02-10,ORD,15.0,Light snow
111230,2018-02-10,DTW,1.0,Heavy snow
111307,2018-02-10,DEN,15.0,Patchy moderate snow
111388,2018-02-10,XNA,13.0,Light drizzle
111455,2018-02-11,CID,3.0,Mist
111460,2018-02-11,ORD,19.0,Heavy snow
111466,2018-02-11,XNA,15.0,Light freezing rain
111493,2018-02-11,TYS,46.0,Moderate rain
111499,2018-02-11,DCA,18.0,Moderate rain
111930,2018-02-13,ATL,46.0,Light rain shower
112036,2018-02-13,IAH,43.0,Overcast
112047,2018-02-13,IAH,43.0,Overcast
112525,2018-02-16,PHL,208.0,Mist
112644,2018-02-17,IAD,82.0,Clear
112652,2018-02-17,IAD,81.0,Clear
112656,2018-02-17,IAD,93.0,Clear
112663,2018-02-17,ORD,5.0,Cloudy
112790,2018-02-17,ORD,63.0,Cloudy
112791,2018-02-17,EWR,136.0,Clear
112997,2018-02-19,SLC,9.0,Overcast
113010,2018-02-19,SLC,70.0,Overcast
113027,2018-02-19,SLC,6.0,Overcast
113059,2018-02-19,COS,8.0,Clear
113086,2018-02-19,ORD,17.0,Partly cloudy
113125,2018-02-20,GRB,5.0,Overcast
113126,2018-02-20,COS,23.0,Overcast
113165,2018-02-20,SAV,7.0,Fog
113195,2018-02-20,DSM,11.0,Cloudy
113460,2018-02-21,AVP,60.0,Mist
113478,2018-02-21,SWF,12.0,Mist
113533,2018-02-22,LGB,27.0,Clear
113569,2018-02-22,DFW,31.0,Overcast
113571,2018-02-22,DFW,4.0,Overcast
113729,2018-02-23,SLC,18.0,Moderate snow
113818,2018-02-23,SAT,21.0,Moderate or heavy rain with thunder
113839,2018-02-23,SMF,4.0,Clear
113866,2018-02-24,DFW,95.0,Light rain shower
113880,2018-02-24,DFW,31.0,Light rain shower
113881,2018-02-24,DFW,18.0,Light rain shower
113928,2018-02-24,PBG,5.0,Overcast
113988,2018-02-24,DFW,20.0,Light rain shower
113994,2018-02-24,DFW,71.0,Light rain shower
114001,2018-02-24,DFW,20.0,Light rain shower
114006,2018-02-24,DFW,121.0,Light rain shower
114043,2018-02-25,MSP,139.0,Heavy snow
114069,2018-02-25,ASE,17.0,Heavy snow
114182,2018-02-25,DSM,4.0,Partly cloudy
114349,2018-02-26,CLT,155.0,Cloudy
114944,2018-09-01,IAD,111.0,Moderate or heavy rain shower
114946,2018-09-01,IAD,85.0,Moderate or heavy rain shower
114956,2018-09-01,ORD,11.0,Torrential rain shower
114982,2018-09-01,ORD,6.0,Torrential rain shower
114993,2018-09-01,IAD,101.0,Moderate or heavy rain shower
114994,2018-09-01,IAD,103.0,Moderate or heavy rain shower
115024,2018-09-01,CLT,30.0,Clear
115178,2018-09-02,ORD,4.0,Torrential rain shower
115231,2018-09-02,CLT,75.0,Patchy rain possible
115323,2018-09-02,FLL,51.0,Moderate or heavy rain shower
115452,2018-09-03,SBN,143.0,Patchy rain possible
115516,2018-09-03,ORD,103.0,Torrential rain shower
115702,2018-09-03,DTW,90.0,Moderate or heavy rain shower
115740,2018-09-03,SAT,175.0,Partly cloudy
115758,2018-09-03,SDF,64.0,Clear
115804,2018-09-03,ORD,6.0,Torrential rain shower
115807,2018-09-03,AUS,76.0,Patchy rain possible
115832,2018-09-03,ORD,67.0,Torrential rain shower
115840,2018-09-03,ORD,91.0,Torrential rain shower
116152,2018-09-05,DFW,17.0,Moderate or heavy rain shower
116165,2018-09-05,FSM,15.0,Partly cloudy
116551,2018-09-06,MSY,19.0,Patchy rain possible
116636,2018-09-07,MEM,2.0,Moderate or heavy rain shower
116685,2018-09-07,IAH,29.0,Partly cloudy
116701,2018-09-07,FAR,104.0,Light rain shower
116705,2018-09-07,ORD,3.0,Partly cloudy
116709,2018-09-07,DFW,59.0,Patchy rain possible
116724,2018-09-07,IAH,53.0,Partly cloudy
116780,2018-09-07,DAL,108.0,Patchy rain possible
116818,2018-09-07,LBB,93.0,Patchy rain possible
116835,2018-09-07,OKC,3.0,Torrential rain shower
117036,2018-09-09,CLT,65.0,Moderate or heavy rain shower
117307,2018-09-10,PBI,28.0,Moderate or heavy rain shower
117468,2018-09-10,MCO,84.0,Moderate or heavy rain shower
117469,2018-09-10,MCO,10.0,Moderate or heavy rain shower
117474,2018-09-10,MCO,126.0,Moderate or heavy rain shower
118341,2018-09-13,BHM,22.0,Moderate or heavy rain shower
118530,2018-09-14,FSM,22.0,Clear
118602,2018-09-14,MCI,17.0,Mist
119327,2018-09-18,MSP,67.0,Moderate or heavy rain shower
119353,2018-09-19,ORD,17.0,Clear
119435,2018-09-19,DCA,30.0,Clear
119551,2018-09-20,JAC,71.0,Clear
119552,2018-09-20,DFW,23.0,Clear
119557,2018-09-20,TPA,13.0,Moderate or heavy rain shower
119668,2018-09-20,DTW,5.0,Clear
119687,2018-09-20,MSP,3.0,Light rain
119690,2018-09-20,BNA,5.0,Clear
119787,2018-09-21,DFW,47.0,Partly cloudy
119802,2018-09-21,DFW,133.0,Partly cloudy
119807,2018-09-21,AUS,379.0,Light rain shower
119810,2018-09-21,GRR,2.0,Patchy rain possible
120285,2018-09-24,CLT,26.0,Partly cloudy
120458,2018-09-24,TPA,43.0,Moderate or heavy rain shower
120607,2018-09-25,MDW,11.0,Light rain shower
120714,2018-09-25,SDF,9.0,Fog
120789,2018-09-25,BMI,154.0,Moderate or heavy rain shower
120828,2018-09-25,CMI,17.0,Moderate or heavy rain shower
120846,2018-09-26,LGA,9.0,Cloudy
120927,2018-09-26,ATL,12.0,Torrential rain shower
120938,2018-09-26,ATL,2.0,Torrential rain shower
120948,2018-09-26,ATL,19.0,Torrential rain shower
120982,2018-09-26,DEN,52.0,Clear
121044,2018-09-26,ATL,12.0,Torrential rain shower
121048,2018-09-26,ATL,11.0,Torrential rain shower
121067,2018-09-26,AGS,33.0,Clear
121070,2018-09-26,GNV,215.0,Clear
121561,2018-09-30,SLN,7.0,Overcast
121586,2018-04-01,MCI,20.0,Partly cloudy
121818,2018-04-02,EWR,282.0,Overcast
121855,2018-04-02,HNL,44.0,Overcast
121858,2018-04-02,KOA,22.0,Clear
121860,2018-04-02,ITO,26.0,Cloudy
121863,2018-04-02,LIH,13.0,Overcast
121864,2018-04-02,KOA,15.0,Clear
121890,2018-04-02,BDL,9.0,Overcast
121950,2018-04-02,LGA,31.0,Overcast
122099,2018-04-02,MSO,14.0,Overcast
122116,2018-04-02,EWR,1.0,Overcast
122117,2018-04-02,BNA,2.0,Overcast
122137,2018-04-02,LGA,3.0,Overcast
122139,2018-04-02,EWR,49.0,Overcast
122143,2018-04-02,EWR,212.0,Overcast
122149,2018-04-02,EWR,33.0,Overcast
122156,2018-04-02,BOS,6.0,Partly cloudy
122234,2018-04-03,PIT,21.0,Partly cloudy
122502,2018-04-04,SYR,7.0,Overcast
122621,2018-04-04,EWR,19.0,Thundery outbreaks possible
122658,2018-04-04,ATL,10.0,Thundery outbreaks possible
122963,2018-04-06,HOU,181.0,Partly cloudy
123076,2018-04-06,DEN,4.0,Cloudy
123106,2018-04-06,DFW,2.0,Thundery outbreaks possible
123120,2018-04-06,TUL,43.0,Partly cloudy
123259,2018-04-07,TPA,22.0,Clear
123374,2018-04-07,DFW,93.0,Overcast
123726,2018-04-09,DSM,8.0,Overcast
123747,2018-04-09,MDT,6.0,Partly cloudy
124750,2018-04-13,DFW,51.0,Overcast
124978,2018-04-15,OKC,77.0,Clear
124983,2018-04-15,DSM,119.0,Heavy snow
124987,2018-04-15,CLT,101.0,Cloudy
124993,2018-04-15,CLT,86.0,Cloudy
125069,2018-04-15,MSP,37.0,Heavy snow
125076,2018-04-15,MSP,13.0,Heavy snow
125084,2018-04-15,GRR,284.0,Heavy freezing drizzle
